family,edge_strength,n,reference_delta,method,setting,replications,false_prunes,true_prunes,edges,nonedges,moral_only,familywise_errors,practical_false_prunes,practical_true_prunes,practical_present,practical_absent,practical_familywise_errors,false_prune_rate,true_prune_rate,moral_graph_prune_ceiling,practical_false_prune_rate,practical_true_prune_rate,familywise_error_rate,practical_familywise_error_rate,practical_familywise_upper_bound,familywise_upper_bound
additive_nonlinear,realistic,375,0.1,pc,0.01,100,596,8618,1762,8738,839,100,515,8699,1527,8973,100,0.33825198637911463,0.9862668802929733,0.9039826047150378,0.3372626064178127,0.9694639473977488,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,pc,0.05,100,565,8475,1762,8738,839,100,489,8551,1527,8973,100,0.3206583427922815,0.9699015793087663,0.9039826047150378,0.32023575638506874,0.952970021174635,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,pc,0.1,100,528,8291,1762,8738,839,100,459,8360,1527,8973,100,0.2996594778660613,0.9488441290913252,0.9039826047150378,0.3005893909626719,0.931683940711022,1.0,1.0,0.9994922745363412,0.9994922745363412
additive_nonlinear,realistic,375,0.1,pc,0.2,100,488,7920,1762,8738,839,100,424,7984,1527,8973,99,0.27695800227014755,0.9063859006637675,0.9039826047150378,0.2776686313032089,0.8897804524685167,1.0,0.99,0.9964702598558379,0.9994922745363412
additive_nonlinear,realistic,375,0.1,renca,0.1,100,1,813,1762,8738,839,1,0,814,1527,8973,0,0.0005675368898978433,0.09304188601510643,0.9039826047150378,0.0,0.09071659422712582,0.01,0.0,0.02922515353903906,0.0461073499248891
additive_nonlinear,realistic,375,0.2,conservative_pc,0.05,100,565,8475,1762,8738,839,100,310,8730,932,9568,97,0.3206583427922815,0.9699015793087663,0.9039826047150378,0.33261802575107297,0.9124163879598662,1.0,0.97,0.986360919608504,0.9994922745363412
additive_nonlinear,realistic,375,0.2,ebicglasso,0.0,100,501,7702,1762,8738,839,100,271,7932,932,9568,94,0.28433598183881953,0.8814373998626688,0.9039826047150378,0.2907725321888412,0.8290133779264214,1.0,0.94,0.967022531671149,0.9994922745363412
additive_nonlinear,realistic,375,0.2,ebicglasso,0.25,100,542,8057,1762,8738,839,100,293,8306,932,9568,96,0.3076049943246311,0.9220645456626231,0.9039826047150378,0.3143776824034335,0.8681020066889632,1.0,0.96,0.9802935625347253,0.9994922745363412
additive_nonlinear,realistic,375,0.2,ebicglasso,0.5,100,570,8255,1762,8738,839,100,310,8515,932,9568,97,0.32349602724177073,0.9447241931792172,0.9039826047150378,0.33261802575107297,0.8899456521739131,1.0,0.97,0.986360919608504,0.9994922745363412
additive_nonlinear,realistic,375,0.2,ebicglasso,1.0,100,622,8464,1762,8738,839,100,329,8757,932,9568,98,0.3530079455164586,0.9686427100022889,0.9039826047150378,0.3530042918454936,0.9152382943143813,1.0,0.98,0.9918560999260562,0.9994922745363412
additive_nonlinear,realistic,375,0.2,fci,0.001,100,624,8672,1762,8738,839,100,337,8959,932,9568,98,0.35414301929625425,0.9924467841611353,0.9039826047150378,0.361587982832618,0.9363503344481605,1.0,0.98,0.9918560999260562,0.9994922745363412
additive_nonlinear,realistic,375,0.2,fci,0.005,100,604,8648,1762,8738,839,100,331,8921,932,9568,98,0.3427922814982974,0.98970016021973,0.9039826047150378,0.3551502145922747,0.9323787625418061,1.0,0.98,0.9918560999260562,0.9994922745363412
additive_nonlinear,realistic,375,0.2,fci,0.01,100,598,8626,1762,8738,839,100,329,8895,932,9568,98,0.33938706015891035,0.987182421606775,0.9039826047150378,0.3530042918454936,0.9296613712374582,1.0,0.98,0.9918560999260562,0.9994922745363412
additive_nonlinear,realistic,375,0.2,fci,0.05,100,567,8498,1762,8738,839,100,311,8754,932,9568,97,0.32179341657207716,0.9725337605859464,0.9039826047150378,0.33369098712446355,0.9149247491638796,1.0,0.97,0.986360919608504,0.9994922745363412
additive_nonlinear,realistic,375,0.2,fci,0.1,100,535,8343,1762,8738,839,100,293,8585,932,9568,95,0.3036322360953462,0.9547951476310369,0.9039826047150378,0.3143776824034335,0.8972617056856187,1.0,0.95,0.9738153751817129,0.9994922745363412
additive_nonlinear,realistic,375,0.2,fci,0.2,100,500,8053,1762,8738,839,100,275,8278,932,9568,94,0.28376844494892167,0.9216067750057221,0.9039826047150378,0.29506437768240346,0.865175585284281,1.0,0.94,0.967022531671149,0.9994922745363412
additive_nonlinear,realistic,375,0.2,ges,0.5,100,547,8415,1762,8738,839,100,300,8662,932,9568,96,0.3104426787741203,0.9630350194552529,0.9039826047150378,0.3218884120171674,0.905309364548495,1.0,0.96,0.9802935625347253,0.9994922745363412
additive_nonlinear,realistic,375,0.2,ges,1.0,100,586,8629,1762,8738,839,100,325,8890,932,9568,98,0.3325766174801362,0.9875257495994507,0.9039826047150378,0.3487124463519313,0.9291387959866221,1.0,0.98,0.9918560999260562,0.9994922745363412
additive_nonlinear,realistic,375,0.2,ges,2.0,100,623,8685,1762,8738,839,100,339,8969,932,9568,98,0.3535754824063564,0.9939345387960632,0.9039826047150378,0.36373390557939916,0.9373954849498328,1.0,0.98,0.9918560999260562,0.9994922745363412
additive_nonlinear,realistic,375,0.2,ges,4.0,100,755,8718,1762,8738,839,100,346,9127,932,9568,99,0.4284903518728717,0.9977111467154955,0.9039826047150378,0.37124463519313305,0.9539088628762542,1.0,0.99,0.9964702598558379,0.9994922745363412
