replicate,theta_hat,se_theta,z,z_bias_corrected,wald_reject,critical_reject,bias_corrected_reject
73,0.06856713977523392,0.013269798727612862,1.399202818095343,1.4446598992533808,False,False,False
74,0.03825632079576564,0.00979118219598272,-1.1994138163471972,-1.1378067186915732,False,False,False
75,0.06371622107744841,0.013475082759772165,1.0178951270263161,1.0626596994200903,False,False,False
76,0.0476836224799525,0.010817718351787796,-0.21412810397903198,-0.15836714791640485,False,False,False
77,0.07081055589946637,0.018564462162166537,1.1209888936010903,1.153481422199157,False,False,False
78,0.04036478280321639,0.010419434581661464,-0.9247351304207908,-0.8668427070858838,False,False,False
79,0.058696397030034785,0.012664536737880832,0.6866731259125359,0.7343026863296704,False,False,False
80,0.04555063746427106,0.011837665243486856,-0.3758648723553834,-0.32490834458536544,False,False,False
81,0.04376043409748237,0.010715890449787956,-0.5822722742225402,-0.525981448878777,False,False,False
82,0.047079154900740085,0.011433123657526955,-0.255472186495332,-0.20271264887633703,False,False,False
83,0.049617655244729233,0.011998073952640492,-0.03186717774702699,0.018408084773684746,False,False,False
84,0.06070848660415686,0.0132872130364464,0.8059242050822715,0.8513217098906416,False,False,False
85,0.04296824801646433,0.010804272327048317,-0.6508306872209985,-0.5950003360920476,False,False,False
86,0.05575772115701463,0.011925340112360686,0.4828139996650252,0.5333958960326338,False,False,False
87,0.0199420793875721,0.006329806567510989,-4.74863177758168,-4.653335608373605,True,True,True
88,0.04466210154598869,0.010704604601002705,-0.4986544251724451,-0.44230425249484695,False,False,False
89,0.049820873846373896,0.01162268897900621,-0.015411765207660457,0.036487267692684004,False,False,False
90,0.05481124924459522,0.013073382971869692,0.36801868766085216,0.4141587203524552,False,False,False
91,0.069252464870939,0.01448825317030242,1.3288327201792771,1.3704668848105481,False,False,False
92,0.05256618900113682,0.012697090170549537,0.20210843324472902,0.2496158786207594,False,False,False
93,0.049966907917681574,0.011607995761966815,-0.0028508006891985035,0.04911392518434965,False,False,False
94,0.04969334287909918,0.011745885323335425,-0.026107620878231586,0.02524707066754153,False,False,False
95,0.04293734876983323,0.010805444655908769,-0.6536196755498334,-0.5977953816942296,False,False,False
96,0.06687559596910747,0.01416334390038909,1.1914980027169904,1.2340872614368423,False,False,False
97,0.08440526626359648,0.016059482210356957,2.142364605093438,2.179925362645316,False,False,False
98,0.043072119537735265,0.010860823005835117,-0.6378780372852633,-0.5823383864330365,False,False,False
99,0.03657990792808358,0.01098381900078711,-1.2218056461923426,-1.1668879242534898,False,False,False
100,0.04841110229104048,0.01257821262571761,-0.12632142230692117,-0.07836498082662775,False,False,False
101,0.04957963291493924,0.012550874949424055,-0.03349305022595672,0.01456784753158127,False,False,False
102,0.04031621710702598,0.011443576320193717,-0.8462199772186336,-0.7935086306225982,False,False,False
103,0.033010694586762424,0.010901614355884917,-1.5584210611950697,-1.5030892270262806,False,False,False
104,0.05374014410729581,0.013418026114864255,0.2787402614422205,0.3236951834663842,False,False,False
105,0.05102435847153199,0.012325328154598404,0.08311003639686596,0.13205042241708456,False,False,False
