replicate,seed,status,theta_hat,se_theta,p_equivalence,reject
701,91701,success,0.05680975254940643,0.0124398418262222,0.7079530782094744,False
702,91702,success,0.050262007132074966,0.013239792246082634,0.507894300668088,False
703,91703,success,0.05029544163544606,0.01309814867473623,0.5089977728242837,False
704,91704,success,0.06432720496779756,0.013208027636995584,0.8609803972155571,False
705,91705,success,0.06402609971899946,0.013835155203428482,0.8446612365064055,False
706,91706,success,0.051335641288430774,0.01353839047543729,0.539294233952142,False
707,91707,success,0.05248780544364781,0.010990398361778272,0.589539949705043,False
708,91708,success,0.05455460784832923,0.012619602362191238,0.6409186253400255,False
709,91709,success,0.07817025342033693,0.01453909319869047,0.973661066412139,False
710,91710,success,0.05950766011927501,0.014197866249998975,0.7484608583277618,False
711,91711,success,0.06115862335904376,0.013738664267192514,0.7916632356199512,False
712,91712,success,0.04802430865702931,0.01283799111402548,0.43884661028161265,False
713,91713,success,0.03905893366516986,0.010939181036468265,0.15861355540772193,False
714,91714,success,0.06406184195474525,0.01193654162582048,0.8806116480666955,False
715,91715,success,0.035616691344668425,0.012997105139831905,0.1342216045566077,False
716,91716,success,0.04125145291500309,0.009672738677743313,0.1828773605863669,False
717,91717,success,0.03561203870747835,0.009121648864178229,0.05735840859715738,False
718,91718,success,0.03982110161038183,0.01216193813785743,0.2013111626401039,False
719,91719,success,0.04013330592828768,0.010530892983114593,0.174397661516701,False
720,91720,success,0.03699821228180704,0.010295512366640235,0.10331980153728715,False
721,91721,success,0.06003277604398766,0.014439423416150158,0.7564154198350634,False
